loop_count,loop_lengths,weighted_loop_length,var_row_sum,min_in_degree,var_in_degree,average_sum
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.02466666666666666,2,0.4444444444444444,0.6969646852930806
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.07124444444444443,1,2.2222222222222228,1.4294104688116736
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.03442222222222222,2,0.6666666666666666,0.6968725072273295
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.061888888888888896,1,1.5555555555555556,1.4274637418859668
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.034444444444444444,1,1.3333333333333333,1.439711709834738
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.0729111111111111,1,2.4444444444444446,1.4395661830380155
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.038755555555555564,1,0.8888888888888888,0.7355781641344212
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.06622222222222222,1,1.7777777777777777,1.4376120616052404
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.034444444444444444,1,1.3333333333333333,1.439669846832282
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.0729111111111111,1,2.4444444444444446,1.4395243209281987
