loop_count,loop_lengths,weighted_loop_length,var_row_sum,min_in_degree,var_in_degree,average_sum
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.02466666666666666,2,0.4444444444444444,1.828854582825742
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.07124444444444443,1,2.2222222222222228,3.2929061758123477
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.03442222222222222,2,0.6666666666666666,1.8356940368529522
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.061888888888888896,1,1.5555555555555556,3.0483004650417542
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.034444444444444444,1,1.3333333333333333,1.889470614508425
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.0729111111111111,1,2.4444444444444446,3.325016886829051
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.038755555555555564,1,0.8888888888888888,1.8460849649962112
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.06622222222222222,1,1.7777777777777777,3.0866886238307285
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.034444444444444444,1,1.3333333333333333,1.8896413046308354
15,[2 1 3 2 1 1 1 2 2 3 1 1 1 1 1],"[13.33333333  3.33333333 18.35497835 15.38461538  3.33333333  3.33333333
  3.33333333 14.28571429  9.09090909 18.35497835  3.33333333  3.33333333
  3.33333333  3.33333333  3.33333333]",0.0729111111111111,1,2.4444444444444446,3.325215983556539
